2023-11-14T00:00:00.000Z,296
2023-11-14T01:00:00.000Z,297
2023-11-14T02:00:00.000Z,282
2023-11-14T03:00:00.000Z,281
2023-11-14T04:00:00.000Z,273
2023-11-14T05:00:00.000Z,276
2023-11-14T06:00:00.000Z,269
2023-11-14T07:00:00.000Z,266
2023-11-14T08:00:00.000Z,266
2023-11-14T09:00:00.000Z,274
2023-11-14T10:00:00.000Z,288
2023-11-14T11:00:00.000Z,293
2023-11-14T12:00:00.000Z,302
2023-11-14T13:00:00.000Z,305
2023-11-14T14:00:00.000Z,312
2023-11-14T15:00:00.000Z,307
2023-11-14T16:00:00.000Z,302
2023-11-14T17:00:00.000Z,304
2023-11-14T18:00:00.000Z,304
2023-11-14T19:00:00.000Z,301
2023-11-14T20:00:00.000Z,302
2023-11-14T21:00:00.000Z,311
2023-11-14T22:00:00.000Z,311
2023-11-14T23:00:00.000Z,320
