2023-11-14T00:00:00.000Z,594
2023-11-14T01:00:00.000Z,594
2023-11-14T02:00:00.000Z,595
2023-11-14T03:00:00.000Z,593
2023-11-14T04:00:00.000Z,592
2023-11-14T05:00:00.000Z,594
2023-11-14T06:00:00.000Z,596
2023-11-14T07:00:00.000Z,596
2023-11-14T08:00:00.000Z,597
2023-11-14T09:00:00.000Z,596
2023-11-14T10:00:00.000Z,595
2023-11-14T11:00:00.000Z,581
2023-11-14T12:00:00.000Z,540
2023-11-14T13:00:00.000Z,506
2023-11-14T14:00:00.000Z,493
2023-11-14T15:00:00.000Z,493
2023-11-14T16:00:00.000Z,493
2023-11-14T17:00:00.000Z,496
2023-11-14T18:00:00.000Z,500
2023-11-14T19:00:00.000Z,506
2023-11-14T20:00:00.000Z,515
2023-11-14T21:00:00.000Z,531
2023-11-14T22:00:00.000Z,561
2023-11-14T23:00:00.000Z,593
