2023-11-14T00:00:00.000Z,354
2023-11-14T01:00:00.000Z,347
2023-11-14T02:00:00.000Z,334
2023-11-14T03:00:00.000Z,313
2023-11-14T04:00:00.000Z,292
2023-11-14T05:00:00.000Z,281
2023-11-14T06:00:00.000Z,276
2023-11-14T07:00:00.000Z,272
2023-11-14T08:00:00.000Z,272
2023-11-14T09:00:00.000Z,283
2023-11-14T10:00:00.000Z,297
2023-11-14T11:00:00.000Z,297
2023-11-14T12:00:00.000Z,278
2023-11-14T13:00:00.000Z,254
2023-11-14T14:00:00.000Z,239
2023-11-14T15:00:00.000Z,235
2023-11-14T16:00:00.000Z,240
2023-11-14T17:00:00.000Z,247
2023-11-14T18:00:00.000Z,255
2023-11-14T19:00:00.000Z,266
2023-11-14T20:00:00.000Z,284
2023-11-14T21:00:00.000Z,309
2023-11-14T22:00:00.000Z,336
2023-11-14T23:00:00.000Z,355
