2023-11-14T00:00:00.000Z,749
2023-11-14T01:00:00.000Z,751
2023-11-14T02:00:00.000Z,752
2023-11-14T03:00:00.000Z,746
2023-11-14T04:00:00.000Z,735
2023-11-14T05:00:00.000Z,717
2023-11-14T06:00:00.000Z,707
2023-11-14T07:00:00.000Z,702
2023-11-14T08:00:00.000Z,697
2023-11-14T09:00:00.000Z,693
2023-11-14T10:00:00.000Z,691
2023-11-14T11:00:00.000Z,692
2023-11-14T12:00:00.000Z,692
2023-11-14T13:00:00.000Z,692
2023-11-14T14:00:00.000Z,695
2023-11-14T15:00:00.000Z,703
2023-11-14T16:00:00.000Z,712
2023-11-14T17:00:00.000Z,724
2023-11-14T18:00:00.000Z,730
2023-11-14T19:00:00.000Z,735
2023-11-14T20:00:00.000Z,735
2023-11-14T21:00:00.000Z,736
2023-11-14T22:00:00.000Z,735
2023-11-14T23:00:00.000Z,740
