2023-11-14T00:00:00.000Z,368
2023-11-14T01:00:00.000Z,384
2023-11-14T02:00:00.000Z,343
2023-11-14T03:00:00.000Z,310
2023-11-14T04:00:00.000Z,322
2023-11-14T05:00:00.000Z,317
2023-11-14T06:00:00.000Z,242
2023-11-14T07:00:00.000Z,218
2023-11-14T08:00:00.000Z,257
2023-11-14T09:00:00.000Z,300
2023-11-14T10:00:00.000Z,247
2023-11-14T11:00:00.000Z,251
2023-11-14T12:00:00.000Z,276
2023-11-14T13:00:00.000Z,301
2023-11-14T14:00:00.000Z,306
2023-11-14T15:00:00.000Z,355
2023-11-14T16:00:00.000Z,406
2023-11-14T17:00:00.000Z,411
2023-11-14T18:00:00.000Z,433
2023-11-14T19:00:00.000Z,440
2023-11-14T20:00:00.000Z,434
2023-11-14T21:00:00.000Z,451
2023-11-14T22:00:00.000Z,451
2023-11-14T23:00:00.000Z,438
