2023-11-14T00:00:00.000Z,504
2023-11-14T01:00:00.000Z,505
2023-11-14T02:00:00.000Z,509
2023-11-14T03:00:00.000Z,509
2023-11-14T04:00:00.000Z,500
2023-11-14T05:00:00.000Z,458
2023-11-14T06:00:00.000Z,369
2023-11-14T07:00:00.000Z,288
2023-11-14T08:00:00.000Z,223
2023-11-14T09:00:00.000Z,199
2023-11-14T10:00:00.000Z,193
2023-11-14T11:00:00.000Z,207
2023-11-14T12:00:00.000Z,240
2023-11-14T13:00:00.000Z,300
2023-11-14T14:00:00.000Z,378
2023-11-14T15:00:00.000Z,400
2023-11-14T16:00:00.000Z,390
2023-11-14T17:00:00.000Z,379
2023-11-14T18:00:00.000Z,378
2023-11-14T19:00:00.000Z,367
2023-11-14T20:00:00.000Z,369
2023-11-14T21:00:00.000Z,342
2023-11-14T22:00:00.000Z,282
2023-11-14T23:00:00.000Z,262
