2023-11-14T00:00:00.000Z,696
2023-11-14T01:00:00.000Z,686
2023-11-14T02:00:00.000Z,679
2023-11-14T03:00:00.000Z,685
2023-11-14T04:00:00.000Z,670
2023-11-14T05:00:00.000Z,712
2023-11-14T06:00:00.000Z,717
2023-11-14T07:00:00.000Z,697
2023-11-14T08:00:00.000Z,653
2023-11-14T09:00:00.000Z,622
2023-11-14T10:00:00.000Z,611
2023-11-14T11:00:00.000Z,628
2023-11-14T12:00:00.000Z,652
2023-11-14T13:00:00.000Z,679
2023-11-14T14:00:00.000Z,696
2023-11-14T15:00:00.000Z,709
2023-11-14T16:00:00.000Z,712
2023-11-14T17:00:00.000Z,708
2023-11-14T18:00:00.000Z,708
2023-11-14T19:00:00.000Z,703
2023-11-14T20:00:00.000Z,709
2023-11-14T21:00:00.000Z,709
2023-11-14T22:00:00.000Z,721
2023-11-14T23:00:00.000Z,712
