2023-11-14T00:00:00.000Z,572
2023-11-14T01:00:00.000Z,567
2023-11-14T02:00:00.000Z,570
2023-11-14T03:00:00.000Z,571
2023-11-14T04:00:00.000Z,566
2023-11-14T05:00:00.000Z,573
2023-11-14T06:00:00.000Z,581
2023-11-14T07:00:00.000Z,598
2023-11-14T08:00:00.000Z,614
2023-11-14T09:00:00.000Z,627
2023-11-14T10:00:00.000Z,630
2023-11-14T11:00:00.000Z,628
2023-11-14T12:00:00.000Z,626
2023-11-14T13:00:00.000Z,620
2023-11-14T14:00:00.000Z,619
2023-11-14T15:00:00.000Z,614
2023-11-14T16:00:00.000Z,614
2023-11-14T17:00:00.000Z,612
2023-11-14T18:00:00.000Z,616
2023-11-14T19:00:00.000Z,612
2023-11-14T20:00:00.000Z,613
2023-11-14T21:00:00.000Z,614
2023-11-14T22:00:00.000Z,596
2023-11-14T23:00:00.000Z,574
