2023-11-14T00:00:00.000Z,193
2023-11-14T01:00:00.000Z,199
2023-11-14T02:00:00.000Z,216
2023-11-14T03:00:00.000Z,211
2023-11-14T04:00:00.000Z,219
2023-11-14T05:00:00.000Z,223
2023-11-14T06:00:00.000Z,246
2023-11-14T07:00:00.000Z,268
2023-11-14T08:00:00.000Z,267
2023-11-14T09:00:00.000Z,274
2023-11-14T10:00:00.000Z,257
2023-11-14T11:00:00.000Z,231
2023-11-14T12:00:00.000Z,211
2023-11-14T13:00:00.000Z,203
2023-11-14T14:00:00.000Z,191
2023-11-14T15:00:00.000Z,208
2023-11-14T16:00:00.000Z,230
2023-11-14T17:00:00.000Z,248
2023-11-14T18:00:00.000Z,267
2023-11-14T19:00:00.000Z,267
2023-11-14T20:00:00.000Z,254
2023-11-14T21:00:00.000Z,256
2023-11-14T22:00:00.000Z,256
2023-11-14T23:00:00.000Z,257
